Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1180103200,SUTTON,21,528140,167110,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180103324,SUTTON,21,522290,166040,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180103811,SUTTON,21,526110,166510,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104150,SUTTON,21,522470,165850,1,1 Driver/Rider,1 Male,16-24,19,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180104150,SUTTON,21,522470,165850,2,3 Pedestrian,1 Male,25-59,55,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1180104719,SUTTON,21,529040,162480,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104794,SUTTON,21,524320,165050,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104835,SUTTON,21,527390,163030,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104874,SUTTON,21,526820,166300,2,2 Passenger,2 Female,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180104874,SUTTON,21,526820,166300,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180105053,SUTTON,21,527770,164980,1,3 Pedestrian,1 Male,16-24,19,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180105518,SUTTON,21,523610,164770,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180105977,SUTTON,21,526060,165030,1,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180105977,SUTTON,21,526060,165030,2,1 Driver/Rider,1 Male,16-24,16,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180106156,SUTTON,21,524520,163670,2,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180106156,SUTTON,21,524520,163670,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180106242,SUTTON,21,528600,164760,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180106322,SUTTON,21,523940,164320,1,3 Pedestrian,1 Male,0-15,1,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1180106590,SUTTON,21,525230,166540,1,1 Driver/Rider,1 Male,16-24,16,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180106759,SUTTON,21,528340,163070,1,1 Driver/Rider,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180107046,SUTTON,21,527820,166020,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107125,SUTTON,21,526320,166680,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107197,SUTTON,21,523430,165030,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107224,SUTTON,21,524330,166410,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180107338,SUTTON,21,524460,163660,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107435,SUTTON,21,529985,164980,1,2 Passenger,2 Female,60+,86,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180107473,SUTTON,21,527440,165750,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107617,SUTTON,21,524790,165120,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180107691,SUTTON,21,525690,164600,1,1 Driver/Rider,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180107715,SUTTON,21,529800,166430,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108070,SUTTON,21,528230,167160,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108070,SUTTON,21,528230,167160,2,2 Passenger,1 Male,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108323,SUTTON,21,527770,161140,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180108487,SUTTON,21,524410,164090,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180108549,SUTTON,21,525630,166220,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109137,SUTTON,21,526070,164050,1,2 Passenger,1 Male,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109137,SUTTON,21,526070,164050,2,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109428,SUTTON,21,529610,163900,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180109586,SUTTON,21,527880,164640,1,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180109586,SUTTON,21,527880,164640,2,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180110008,SUTTON,21,522970,165200,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180110228,SUTTON,21,528630,164710,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180110434,SUTTON,21,529320,163810,1,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180111064,SUTTON,21,529090,162580,1,1 Driver/Rider,1 Male,25-59,57,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180111084,SUTTON,21,528180,163400,3,1 Driver/Rider,1 Male,60+,70,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111084,SUTTON,21,528180,163400,1,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111084,SUTTON,21,528180,163400,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111090,SUTTON,21,525780,164330,1,3 Pedestrian,1 Male,60+,81,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180111127,SUTTON,21,527730,165220,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111688,SUTTON,21,525900,162750,3,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180111688,SUTTON,21,525900,162750,1,2 Passenger,1 Male,0-15,13,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180111688,SUTTON,21,525900,162750,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180111876,SUTTON,21,530110,164840,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180112054,SUTTON,21,527155,166640,1,1 Driver/Rider,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180112102,SUTTON,21,530140,164400,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180112410,SUTTON,21,525780,162490,1,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180112744,SUTTON,21,529140,162480,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180113186,SUTTON,21,526140,164230,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113223,SUTTON,21,525480,164880,1,3 Pedestrian,1 Male,25-59,58,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1180113577,SUTTON,21,528640,163520,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180113913,SUTTON,21,527720,165200,1,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1180114147,SUTTON,21,524340,166420,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114153,SUTTON,21,523060,164441,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180114603,SUTTON,21,527120,164840,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180114603,SUTTON,21,527120,164840,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114747,SUTTON,21,524890,162830,2,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114747,SUTTON,21,524890,162830,3,1 Driver/Rider,1 Male,60+,69,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180114747,SUTTON,21,524890,162830,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114752,SUTTON,21,524570,166720,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180114752,SUTTON,21,524570,166720,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115128,SUTTON,21,526590,166150,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,10 Unknown,3 From Drivers O/Side,1 Pedestrian, 
1180115350,SUTTON,21,528370,166070,1,3 Pedestrian,2 Female,60+,74,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180115395,SUTTON,21,524920,165280,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115644,SUTTON,21,528900,163950,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115857,SUTTON,21,525960,162900,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180115888,SUTTON,21,522310,165220,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180115897,SUTTON,21,523010,165380,1,3 Pedestrian,1 Male,0-15,14,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1180116129,SUTTON,21,522720,165680,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180116200,SUTTON,21,529980,164980,2,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116200,SUTTON,21,529980,164980,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116356,SUTTON,21,524510,163700,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116356,SUTTON,21,524510,163700,2,1 Driver/Rider,2 Female,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116403,SUTTON,21,526050,166640,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180116533,SUTTON,21,523950,164290,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116742,SUTTON,21,529080,162600,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180116742,SUTTON,21,529080,162600,2,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180117485,SUTTON,21,529870,164990,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180117619,SUTTON,21,523430,165040,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180118131,SUTTON,21,524540,166720,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118243,SUTTON,21,527210,164250,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180118278,SUTTON,21,528090,163360,3,2 Passenger,1 Male,0-15,3,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118278,SUTTON,21,528090,163360,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118278,SUTTON,21,528090,163360,2,2 Passenger,2 Female,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118563,SUTTON,21,526940,165710,1,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118595,SUTTON,21,527090,166230,2,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180118595,SUTTON,21,527090,166230,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119092,SUTTON,21,528230,167160,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119092,SUTTON,21,528230,167160,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119234,SUTTON,21,527470,166780,1,2 Passenger,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119234,SUTTON,21,527470,166780,2,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119466,SUTTON,21,526570,162980,1,2 Passenger,2 Female,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119564,SUTTON,21,526040,166620,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119564,SUTTON,21,526040,166620,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180119609,SUTTON,21,526320,161840,1,1 Driver/Rider,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180119627,SUTTON,21,526030,163640,1,3 Pedestrian,1 Male,25-59,25,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180119799,SUTTON,21,528810,163590,1,1 Driver/Rider,2 Female,60+,67,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120137,SUTTON,21,524930,163820,1,1 Driver/Rider,2 Female,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180120386,SUTTON,21,525730,164810,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120386,SUTTON,21,525730,164810,3,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120386,SUTTON,21,525730,164810,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120404,SUTTON,21,524660,166650,1,1 Driver/Rider,2 Female,60+,88,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180120817,SUTTON,21,530020,163030,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180121066,SUTTON,21,529540,165050,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121138,SUTTON,21,529540,165050,1,2 Passenger,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121138,SUTTON,21,529540,165050,2,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121403,SUTTON,21,528660,164780,1,3 Pedestrian,1 Male,0-15,15,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180121409,SUTTON,21,526000,166550,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121496,SUTTON,21,529440,167100,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180121650,SUTTON,21,526080,166620,1,2 Passenger,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121650,SUTTON,21,526080,166620,3,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121650,SUTTON,21,526080,166620,2,2 Passenger,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121764,SUTTON,21,525020,165410,1,2 Passenger,1 Male,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121764,SUTTON,21,525020,165410,2,2 Passenger,2 Female,0-15,1,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180121867,SUTTON,21,523110,164520,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180122038,SUTTON,21,528760,165280,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180122558,SUTTON,21,527350,164250,1,3 Pedestrian,2 Female,0-15,5,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180122678,SUTTON,21,530140,164830,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180122697,SUTTON,21,529120,163720,1,2 Passenger,1 Male,60+,88,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180122703,SUTTON,21,526770,164170,3,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122703,SUTTON,21,526770,164170,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122703,SUTTON,21,526770,164170,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180122842,SUTTON,21,528730,161480,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180123954,SUTTON,21,526390,166540,1,2 Passenger,2 Female,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124250,SUTTON,21,530050,165090,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124493,SUTTON,21,529170,162300,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124494,SUTTON,21,523850,163360,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124512,SUTTON,21,528810,163750,1,2 Passenger,2 Female,60+,77,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180124562,SUTTON,21,526060,166670,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124562,SUTTON,21,526060,166670,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124562,SUTTON,21,526060,166670,3,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180124763,SUTTON,21,525310,165940,1,1 Driver/Rider,2 Female,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180124957,SUTTON,21,524090,166140,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180124992,SUTTON,21,528620,163520,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180125100,SUTTON,21,528790,164350,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180125479,SUTTON,21,524510,163690,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180125479,SUTTON,21,524510,163690,2,1 Driver/Rider,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180125596,SUTTON,21,522950,164470,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180125664,SUTTON,21,522770,165050,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180126133,SUTTON,21,528830,164200,1,1 Driver/Rider,2 Female,60+,71,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180126227,SUTTON,21,527100,164890,1,3 Pedestrian,1 Male,25-59,48,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1180126361,SUTTON,21,525950,163900,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180126381,SUTTON,21,526020,163820,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1180126441,SUTTON,21,525160,162120,1,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180126885,SUTTON,21,524780,165120,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180126927,SUTTON,21,527180,163410,1,1 Driver/Rider,2 Female,60+,73,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180127116,SUTTON,21,525940,164420,2,3 Pedestrian,1 Male,60+,68,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1180127116,SUTTON,21,525940,164420,1,1 Driver/Rider,2 Female,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180127172,SUTTON,21,523560,165230,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180127264,SUTTON,21,526240,164960,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180127442,SUTTON,21,529070,163700,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180127471,SUTTON,21,526310,164140,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180127471,SUTTON,21,526310,164140,1,2 Passenger,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180127717,SUTTON,21,527670,164300,1,3 Pedestrian,1 Male,25-59,55,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1180127747,SUTTON,21,527260,166390,2,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180127747,SUTTON,21,527260,166390,1,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180127782,SUTTON,21,522860,165740,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180128017,SUTTON,21,525360,165980,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180128536,SUTTON,21,527090,166230,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180128536,SUTTON,21,527090,166230,2,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180128583,SUTTON,21,525040,162460,1,1 Driver/Rider,1 Male,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180128596,SUTTON,21,524720,165030,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180128890,SUTTON,21,530120,164740,1,3 Pedestrian,1 Male,25-59,49,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180128934,SUTTON,21,525300,161700,1,2 Passenger,2 Female,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180128951,SUTTON,21,528230,167130,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1180129094,SUTTON,21,525710,164380,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180129141,SUTTON,21,528740,165560,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180129141,SUTTON,21,528740,165560,2,2 Passenger,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180129141,SUTTON,21,528740,165560,4,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180129141,SUTTON,21,528740,165560,3,2 Passenger,2 Female,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1180129141,SUTTON,21,528740,165560,5,1 Driver/Rider,2 Female,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180129321,SUTTON,21,526220,164840,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180129378,SUTTON,21,528750,164560,1,3 Pedestrian,1 Male,0-15,6,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1180129503,SUTTON,21,525760,165110,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180129525,SUTTON,21,524160,166150,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180129630,SUTTON,21,525180,165430,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180129747,SUTTON,21,527020,166360,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
